date,transID,quantity,type,price,clientName,stationName,transactionType,transactionFor,journalTransactionID
2012-04-10 04:00:18,2469510151,239,Datacore - Rocket Science,169999.90,Trisha Storm,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724043437
2012-04-10 04:00:00,2469509997,660,Datacore - Quantum Physics,184989.98,Warba,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724042761
2012-04-10 03:59:43,2469509868,18,Datacore - Plasma Physics,309849.95,Liova Tomai,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724042151
2012-04-10 03:59:43,2469509867,1,Datacore - Plasma Physics,309849.95,Dagorn Lassin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724042148
2012-04-10 03:59:43,2469509866,160,Datacore - Plasma Physics,309849.95,Krivac3,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724042145
2012-04-10 03:59:43,2469509865,61,Datacore - Plasma Physics,309849.95,Jass Sunrunner,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724042142
2012-04-10 03:59:24,2469509698,80,Datacore - Nuclear Physics,210000.00,xCIDx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724041419
2012-04-10 03:58:50,2469509412,398,Datacore - Nanite Engineering,297989.98,Tracy Toony,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724040199
2012-04-10 03:58:50,2469509411,2,Datacore - Nanite Engineering,297989.98,Muradat,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724040196
2012-04-10 03:58:34,2469509255,280,Datacore - Molecular Engineering,204938.95,Jass Sunrunner,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724039600
2012-04-10 03:58:10,2469509019,200,Datacore - Minmatar Starship Engineering,217770.00,Gennaro Tassis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724038609
2012-04-10 03:57:50,2469508846,682,Datacore - Mechanical Engineering,235758.60,Jass Sunrunner,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037813
2012-04-10 03:57:50,2469508845,598,Datacore - Mechanical Engineering,235758.60,Trisha Storm,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037810
2012-04-10 03:57:30,2469508669,314,Datacore - Hydromagnetic Physics,338999.69,RIKITA LAY,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037105
2012-04-10 03:57:30,2469508668,267,Datacore - Hydromagnetic Physics,338999.69,Geiz is Geil,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037102
2012-04-10 03:57:30,2469508667,203,Datacore - Hydromagnetic Physics,338999.69,Quazal Atreides,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037099
2012-04-10 03:57:30,2469508666,108,Datacore - Hydromagnetic Physics,338999.69,Gladouras,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037096
2012-04-10 03:57:30,2469508665,152,Datacore - Hydromagnetic Physics,338999.69,Zoltar,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037093
2012-04-10 03:57:30,2469508664,8,Datacore - Hydromagnetic Physics,338999.69,Gwidiom,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037090
2012-04-10 03:57:30,2469508663,8,Datacore - Hydromagnetic Physics,338999.69,Ren Iywen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724037087
2012-04-10 03:56:59,2469508388,600,Datacore - Graviton Physics,150398.91,benkobenko,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724035891
2012-04-10 03:56:41,2469508231,160,Datacore - Gallentean Starship Engineering,181999.97,Relgrath,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724035218
2012-04-10 03:56:17,2469508021,1080,Datacore - Electronic Engineering,180372.16,Dictator IV,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5724034227
2012-04-10 03:52:22,2469505946,1,10MN MicroWarpdrive II,2149992.00,Arril,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5724024350
2012-04-10 03:44:13,2469500907,1,1MN Afterburner II,1333333.00,Brothuhbob,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5724001439
2012-04-10 03:44:08,2469500852,1,10MN MicroWarpdrive II,2149992.00,Heinrich Tallermon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5724001203
2012-04-10 03:43:39,2469500515,1,10MN MicroWarpdrive II,2149992.00,Heinrich Tallermon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723999804
2012-04-10 03:40:44,2469498768,1,10MN MicroWarpdrive II,2149992.00,Cedlis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723991824
2012-04-10 03:39:56,2469498264,1,1MN Afterburner II,1087998.00,Oligor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723989420
2012-04-10 03:37:24,2469496892,1,10MN MicroWarpdrive II,2149992.00,Trew Jones,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723983471
2012-04-10 03:35:49,2469495975,1,10MN MicroWarpdrive II,2149992.00,Darksun Starfire,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723978943
2012-04-10 03:30:55,2469493227,2,10MN MicroWarpdrive II,3000000.00,Smiley Facemeister,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723966256
2012-04-10 03:23:20,2469488867,1,10MN MicroWarpdrive II,2149997.97,Rhamos,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723945988
2012-04-10 03:13:22,2469482856,1,Large Shield Transporter II,1199944.00,Wake Obannon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723918858
2012-04-10 03:05:02,2469478022,1,10MN MicroWarpdrive II,2149992.00,Pack Haginen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723895831
2012-04-10 03:01:23,2469475870,1,10MN MicroWarpdrive II,2149992.00,Oshtree,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723886685
2012-04-10 03:01:05,2469475702,1,10MN MicroWarpdrive II,2149992.00,Talon Kadin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723885852
2012-04-10 02:56:04,2469472620,1,Ishkur,25000000.00,Huizi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723871892
2012-04-10 02:54:50,2469471849,1,10MN MicroWarpdrive II,2149992.00,stolas,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723867811
2012-04-10 02:51:16,2469469712,10,10MN MicroWarpdrive II,2149992.00,IceFyre S18,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723858648
2012-04-10 02:43:56,2469465061,1,10MN MicroWarpdrive II,2149992.00,so lo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723837647
2012-04-10 02:40:43,2469463054,1,10MN MicroWarpdrive II,2149992.00,Zarksis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723828618
2012-04-10 02:33:02,2469458086,1,10MN MicroWarpdrive II,2149992.00,Cairum,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723807238
2012-04-10 02:30:50,2469456790,1,Nemesis,25448099.00,Donny K,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723801263
2012-04-10 02:30:23,2469456519,3,Hound,27898987.00,ENFEMUS DEALER,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723799718
2012-04-10 02:30:03,2469456298,1,10MN MicroWarpdrive II,2149992.00,Sunarah,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723798869
2012-04-10 02:27:08,2469454442,1,Ishkur,23699998.00,lOOOlOl,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723791379
2012-04-10 02:26:56,2469454320,1,10MN MicroWarpdrive II,2149992.00,Yorlon Franx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723790813
2012-04-10 02:18:24,2469449216,5,10MN MicroWarpdrive II,2149992.00,Mirrodin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723767656
2012-04-10 02:15:35,2469447401,1,10MN MicroWarpdrive II,2149992.00,Reys Bayron,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723759358
2012-04-10 02:14:58,2469446962,1,Hound,27898987.00,PsychoMikoD,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723757510
2012-04-10 02:14:57,2469446953,1,Hound,28500000.00,August Lines,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723757469
2012-04-10 02:13:26,2469446051,1,10MN MicroWarpdrive II,2149992.00,Ezechiel Bathory,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723753606
2012-04-10 02:13:16,2469445954,1,10MN MicroWarpdrive II,2149992.00,so lo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723753165
2012-04-10 02:11:50,2469445171,1,10MN MicroWarpdrive II,2149992.00,Tsawind Gallente,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723749539
2012-04-10 02:11:28,2469444982,1,1MN Afterburner II,1087998.00,Joatmo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723748669
2012-04-10 02:02:47,2469439682,1,Hound,27898987.00,Taek'li,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723724320
2012-04-10 01:58:33,2469437172,1,1MN Afterburner II,1087998.00,I Sneek,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723712503
2012-04-10 01:58:31,2469437146,2,10MN MicroWarpdrive II,2149992.00,STEVRAND,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723712404
2012-04-10 01:54:30,2469434765,56,Energized Adaptive Nano Membrane II,1199760.97,Koemgen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723701284
2012-04-10 01:53:50,2469434362,1,10MN MicroWarpdrive II,2149992.00,xCIDx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723699580
2012-04-10 01:53:50,2469434356,50,10MN MicroWarpdrive II,2149992.00,Koemgen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723699551
2012-04-10 01:52:27,2469433515,1,10MN MicroWarpdrive II,2149992.00,Sabin Minks,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723696056
2012-04-10 01:51:45,2469433099,1,10MN MicroWarpdrive II,2149992.00,Tomax Xxammot,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723694213
2012-04-10 01:50:27,2469432312,89,Adaptive Invulnerability Field II,1299843.00,Takakura Hirohito,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723689988
2012-04-10 01:50:15,2469432193,1,Energized Adaptive Nano Membrane II,1199904.00,Istuc,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723689447
2012-04-10 01:50:00,2469432044,3,Adaptive Invulnerability Field II,1299843.00,Teralius,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723688846
2012-04-10 01:49:04,2469431458,2,Adaptive Invulnerability Field II,1299843.00,Tomax Xxammot,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723686447
2012-04-10 01:48:08,2469430879,2,Energized Adaptive Nano Membrane II,1199760.00,Dalv Fliteo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723684035
2012-04-10 01:48:04,2469430840,1,Adaptive Invulnerability Field II,1299843.99,NightRaven09,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723683881
2012-04-10 01:47:47,2469430706,1,Adaptive Invulnerability Field II,1299843.00,Japanx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723683234
2012-04-10 01:46:02,2469429771,1,Adaptive Invulnerability Field II,1299843.00,Mac McCrankey,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723678717
2012-04-10 01:45:28,2469429501,1,Adaptive Invulnerability Field II,1299843.00,so lo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723676827
2012-04-10 01:44:36,2469429026,1,Energized Adaptive Nano Membrane II,1199760.00,Amashna Dracoona,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723674717
2012-04-10 01:44:13,2469428809,4,Energized Adaptive Nano Membrane II,1199760.00,Tsawind Gallente,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723673793
2012-04-10 01:44:09,2469428775,2,Adaptive Invulnerability Field II,1299843.00,Lukas Langeheuvel,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723673642
2012-04-10 01:43:05,2469428164,1,Armor Explosive Hardener II,1489110.00,TonyLeDam,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723671055
2012-04-10 01:41:17,2469427162,1,10MN MicroWarpdrive II,2149992.00,Justin Jackson,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723666653
2012-04-10 01:40:49,2469426872,1,Armor Explosive Hardener II,1489110.00,P5yc0killer,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723664833
2012-04-10 01:40:08,2469426475,1,Tracking Enhancer II,841779.00,Dr Syko,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723662719
2012-04-10 01:40:04,2469426429,2,Energized Adaptive Nano Membrane II,1199760.00,P5yc0killer,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723662510
2012-04-10 01:40:00,2469426387,1,10MN MicroWarpdrive II,2149992.00,I Sneek,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723662342
2012-04-10 01:39:36,2469426160,1,10MN MicroWarpdrive II,2149992.00,ICE GRENDAL,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723661370
2012-04-10 01:39:34,2469426132,1,Armor Explosive Hardener II,1489110.00,so lo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723661245
2012-04-10 01:39:24,2469426034,1,Tracking Enhancer II,841779.00,Deliti,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723660864
2012-04-10 01:39:03,2469425864,1,Armor Explosive Hardener II,1489110.00,I Sneek,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723660159
2012-04-10 01:38:44,2469425705,2,Energized Adaptive Nano Membrane II,1199760.00,I Sneek,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723659457
2012-04-10 01:38:38,2469425634,4,10MN MicroWarpdrive II,2149992.97,Gum Gum,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723659190
2012-04-10 01:37:57,2469425204,6,Energized Adaptive Nano Membrane II,1199760.00,who metoo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723657446
2012-04-10 01:35:13,2469423489,1,Armor Explosive Hardener II,1489110.98,NightRaven09,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723649195
2012-04-10 01:34:08,2469422783,1,Energized Adaptive Nano Membrane II,1199904.00,NightRaven09,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723646342
2012-04-10 01:33:53,2469422620,1,Armor Explosive Hardener II,1489110.00,Magnetica Rose,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723645659
2012-04-10 01:33:44,2469422520,1,Energized Adaptive Nano Membrane II,1199760.00,Magnetica Rose,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723645243
2012-04-10 01:33:35,2469422421,1,Tracking Enhancer II,841779.99,NightRaven09,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723644860
2012-04-10 01:28:55,2469419684,2,Armor Explosive Hardener II,1489110.00,Kubikiri Asa,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723632174
2012-04-10 01:28:04,2469419127,1,Energized Adaptive Nano Membrane II,1199760.00,Dissonant Harmony,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723629805
2012-04-10 01:27:06,2469418548,8,Energized Adaptive Nano Membrane II,1199760.00,Treberius Azure,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723627305
2012-04-10 01:26:44,2469418295,50,Armor Explosive Hardener II,1489110.00,Keshid,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723626281
2012-04-10 01:26:33,2469418187,1,Armor Explosive Hardener II,1489110.00,godhell,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723625814
2012-04-10 01:23:43,2469416394,3,Tracking Enhancer II,841779.00,Kame Kray,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723617392
2012-04-10 01:22:12,2469415548,1,Tracking Enhancer II,841779.00,Belresk,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723613728
2012-04-10 01:21:58,2469415390,2,Tracking Enhancer II,841779.00,Yuri Krivoy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723613027
2012-04-10 01:21:23,2469415043,1,Ishkur,23699999.00,Livinglegend,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723611523
2012-04-10 01:19:18,2469413804,1,Tracking Enhancer II,841779.00,Neurotox,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723605177
2012-04-10 01:19:14,2469413771,1,Energized Adaptive Nano Membrane II,1199760.00,Loomey,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723605038
2012-04-10 01:14:44,2469410990,2,Tracking Enhancer II,842950.00,DARKIFRIT,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723592079
2012-04-10 01:14:01,2469410534,2,Caldari Control Tower,278748026.00,Porter Hart,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723590184
2012-04-10 01:13:51,2469410427,2,Energized Adaptive Nano Membrane II,1199760.00,Re'Vhann,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723589746
2012-04-10 01:12:55,2469409885,1,Energized Adaptive Nano Membrane II,1199760.00,MickeyMiner,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723587340
2012-04-10 01:12:40,2469409719,1,10MN MicroWarpdrive II,2149992.00,Mattrixx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723586675
2012-04-10 01:12:01,2469409253,4,Armor Explosive Hardener II,1489110.00,Equincu,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723584714
2012-04-10 01:11:46,2469409053,1,Tracking Enhancer II,841779.99,4DEE,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723583888
2012-04-10 01:11:46,2469409052,4,Energized Adaptive Nano Membrane II,1199760.00,Equincu,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723583885
2012-04-10 01:11:08,2469408645,3,Energized Adaptive Nano Membrane II,1199760.00,Jonathan Jax,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723582130
2012-04-10 01:09:40,2469407727,10,Warp Scrambler II,1551996.00,biospectrum,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723577401
2012-04-10 01:09:08,2469407387,5000,Hypersynaptic Fibers,4043.22,Staubfinger,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Corporation,5723576078
2012-04-10 01:07:43,2469406391,1,Energized Adaptive Nano Membrane II,1199760.00,Lynxeh,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723572134
2012-04-10 01:07:07,2469405939,40,Warp Disruptor II,1137062.05,Kor Sellalot,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723570395
2012-04-10 01:06:30,2469405521,298,Stasis Webifier II,932801.13,Zorge LT,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723568641
2012-04-10 01:06:25,2469405462,44,Stasis Webifier II,932801.15,Odd Beamwalker,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723568397
2012-04-10 01:06:22,2469405414,1,Energized Adaptive Nano Membrane II,1199904.00,NightRaven09,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723568201
2012-04-10 01:06:20,2469405400,58,Stasis Webifier II,932801.16,Kor Sellalot,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723568129
2012-04-10 01:06:01,2469405182,1,1MN Afterburner II,1087999.00,Caulk H0lster,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723567141
2012-04-10 01:05:53,2469405073,2,Energized Adaptive Nano Membrane II,1199760.00,Valdimir Goulda,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723566482
2012-04-10 01:05:28,2469404766,1,Armor Explosive Hardener II,1489110.00,Valdimir Goulda,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Corporation,5723564750
2012-04-10 01:00:11,2469401356,1,Eos,172993334.01,Lecherito,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal,5723549614
2012-04-08 17:33:06,2467884006,5,Light Shield Maintenance Bot I,21345.66,Venthruss,Ansalle V - Moon 2 - Nugoeihuvi Corporation Development Studio,Buy,Personal,5716644097
2012-04-08 04:35:00,2467255474,1,Amarr Shuttle,25000.00,Handak Pershoon,Allamotte VI - Moon 2 - Quafe Company Warehouse,Buy,Personal,5713847122
2012-04-07 15:28:42,2466568262,5,Caldari Shuttle,25000.00,Handak Pershoon,Villore VIII - Moon 7 - Federal Intelligence Office Logistic Support,Buy,Personal,5710741831
2012-04-06 23:32:24,2465899519,1,Magnetic Field Stabilizer II,1499995.00,TheBeep,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5707751864
2012-04-06 21:41:55,2465803442,2,Armor Explosive Hardener II,1845000.00,Ander Anderson,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5707319699
2012-04-06 16:25:30,2465488124,1,Magnetic Field Stabilizer II,1499995.00,TheBeep,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5705891738
2012-04-06 16:25:17,2465487889,2,Energized Adaptive Nano Membrane II,1200000.00,TheBeep,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5705889705
2012-04-06 16:16:16,2465478892,1,Gyrostabilizer II,1249987.00,Zolu Argento,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5705850471
2012-04-06 15:51:46,2465453894,2,Energized Adaptive Nano Membrane II,1200000.00,Salene Ronuken,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5705738956
2012-04-06 14:58:10,2465401412,2,Energized Adaptive Nano Membrane II,1200000.00,Dajambat Haulgood,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5705500269
2012-04-06 09:35:13,2465177705,2,Ballistic Control System II,1120000.00,COTANISS,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5704475372
2012-04-06 06:44:33,2465076179,1,Large Shield Transporter II,2200000.00,Daedra Blue,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5704005688
2012-04-06 05:25:13,2465031200,1,Ballistic Control System II,1120000.00,Leila Numanor,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5703805789
2012-04-06 05:21:31,2465029315,1,Ballistic Control System II,1120000.00,Leila Numanor,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5703798001
2012-04-06 05:15:36,2465025852,2,Energized Adaptive Nano Membrane II,1200000.00,Dudete,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5703782192
2012-04-06 04:53:11,2465012766,1,Magnetic Field Stabilizer II,1499999.00,Dudete,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5703724696
2012-04-06 04:26:29,2464996946,2,Gyrostabilizer II,1249987.00,V31OcIty,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5703655561
2012-04-06 02:44:53,2464935488,1,Large Shield Transporter II,2200000.00,twistedvoid,Scheenins II - Moon 2 - Roden Shipyards Factory,Sell,Corporation,5703381659
2012-04-06 02:24:20,2464923383,1,Large Energy Transfer Array II,2999990.07,Blain Carver,Scheenins II - Moon 2 - Roden Shipyards Factory,Buy,Corporation,5703327507
2012-04-06 02:24:07,2464923250,1,Large Core Defense Field Extender I,15999987.44,Ginkon,Scheenins II - Moon 2 - Roden Shipyards Factory,Buy,Corporation,5703326976
2012-04-06 02:24:07,2464923248,1,Large Core Defense Field Extender I,15999987.44,Thodnee,Scheenins II - Moon 2 - Roden Shipyards Factory,Buy,Corporation,5703326970
2012-04-06 02:23:33,2464922913,3,Tracking Speed Script,40000.00,Kilahm,Scheenins II - Moon 2 - Roden Shipyards Factory,Buy,Personal,5703325611
2012-04-06 02:23:19,2464922780,3,Tracking Computer II,1744999.52,Kilahm,Scheenins II - Moon 2 - Roden Shipyards Factory,Buy,Corporation,5703325048
2012-04-06 02:18:26,2464919895,15,Ballistic Control System II,999999.99,Eva Duarte,Scheenins II - Moon 2 - Roden Shipyards Factory,Buy,Corporation,5703311738
2012-04-04 00:33:05,2462948097,1,Cybernetic Subprocessor - Improved,104689000.00,Shaster Iron,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694355519
2012-04-04 00:31:52,2462947336,1,Memory Augmentation - Improved,114444443.99,Scot Amchermosa,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Personal,5694351411
2012-04-04 00:23:53,2462942471,4,Hammerhead II,574999.99,PsychoBitch,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694330067
2012-04-04 00:23:13,2462942088,5,Warrior II,435998.84,Sintry,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694328415
2012-04-04 00:23:04,2462941980,5,Valkyrie II,452999.99,Milo Taverner,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694327966
2012-04-04 00:22:52,2462941844,1,Hammerhead II,574999.99,PsychoBitch,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694327361
2012-04-04 00:22:44,2462941753,5,Hobgoblin II,394943.99,Spectre Kuo,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694326926
2012-04-04 00:22:27,2462941551,1,Medium Anti-EM Screen Reinforcer I,200000.00,Feir Ronuken,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,Buy,Corporation,5694325908
